,Dates,data,SMA30,SMA300,year,Buy_Signal,Sell_Signal,Signal_On_Dates,Updates_On_ShortTrades,Updates_On_LongTrades,Cummulative_Algo_Returns,Cummulative_Market_returns,month
2578,1990-03-13,336.0,332.01433333333364,325.47283333333354,1990,,,,,opened,132.35193407873754,217.70045385779122,3
2579,1990-03-14,336.87,332.47733333333366,325.66236666666686,1990,,,,,opened,132.35193407873754,218.52307110438727,3
2580,1990-03-15,338.07,332.7770000000003,325.85370000000023,1990,,,,,opened,132.35193407873754,219.65771558245083,3
2581,1990-03-16,341.91,333.2143333333336,326.0568000000003,1990,,,,,opened,132.35193407873754,223.2885779122542,3
2582,1990-03-19,343.53,333.634666666667,326.26730000000026,1990,,,,,opened,132.35193407873754,224.82034795763994,3
2583,1990-03-20,341.57,333.958666666667,326.46583333333365,1990,,,,,opened,132.35193407873754,222.96709531013616,3
2584,1990-03-21,339.74,334.29466666666696,326.6544000000003,1990,,,,,opened,132.35193407873754,221.23676248108924,3
2585,1990-03-22,335.69,334.35933333333367,326.8271333333337,1990,,,,,opened,132.35193407873754,217.4073373676248,3
2586,1990-03-23,337.22,334.50133333333366,327.00406666666703,1990,,,,,opened,132.35193407873754,218.85400907715584,3
2587,1990-03-26,337.63,334.6350000000003,327.18433333333365,1990,,,,,opened,132.35193407873754,219.24167927382751,3
2588,1990-03-27,341.5,335.01566666666696,327.367566666667,1990,,,,,opened,132.35193407873754,222.90090771558243,3
2589,1990-03-28,342.0,335.38166666666694,327.5512333333337,1990,,,,,opened,132.35193407873754,223.37367624810892,3
2590,1990-03-29,340.79,335.6743333333336,327.731766666667,1990,,,,,opened,132.35193407873754,222.2295763993949,3
2591,1990-03-30,339.94,335.842666666667,327.916566666667,1990,,,,,opened,132.35193407873754,221.42586989409983,3
2592,1990-04-02,338.7,336.04200000000037,328.0839333333337,1990,,,,,opened,132.35193407873754,220.25340393343419,4
2593,1990-04-03,343.64,336.563666666667,328.2656000000003,1990,,,,,opened,132.35193407873754,224.92435703479575,4
2594,1990-04-04,341.09,337.01100000000037,328.43026666666697,1990,,,,,opened,132.35193407873754,222.51323751891073,4
2595,1990-04-05,340.73,337.51200000000034,328.58663333333357,1990,,,,,opened,132.35193407873754,222.1728441754917,4
2596,1990-04-06,340.08,338.04300000000035,328.7369333333336,1990,,,,,opened,132.35193407873754,221.55824508320725,4
2597,1990-04-09,341.37,338.4663333333337,328.8832666666669,1990,,,,,opened,132.35193407873754,222.77798789712557,4
2598,1990-04-10,342.07,338.86000000000035,329.03320000000025,1990,,,,,opened,132.35193407873754,223.43986384266262,4
2599,1990-04-11,341.92,339.1943333333337,329.18346666666696,1990,,,,,opened,132.35193407873754,223.29803328290473,4
2600,1990-04-12,344.34,339.58100000000036,329.34136666666694,1990,,,,,opened,132.35193407873754,225.58623298033282,4
2601,1990-04-16,344.74,339.88766666666703,329.50370000000026,1990,,,,,opened,132.35193407873754,225.964447806354,4
2602,1990-04-17,344.68,340.2523333333337,329.65386666666694,1990,,,,,opened,132.35193407873754,225.90771558245083,4
2603,1990-04-18,340.72,340.34533333333366,329.7941000000003,1990,,,,,opened,132.35193407873754,222.16338880484116,4
2604,1990-04-19,338.09,340.3833333333336,329.93420000000026,1990,,,,,opened,132.35193407873754,219.6766263237519,4
2605,1990-04-20,335.12,340.211666666667,330.0778666666669,1990,,,,,opened,132.35193407873754,216.8683812405446,4
2606,1990-04-23,331.05,339.9823333333336,330.2062333333336,1990,,,,,opened,132.35193407873754,213.02004538577916,4
2607,1990-04-24,330.36,339.7053333333336,330.33473333333365,1990,,,,,opened,132.35193407873754,212.3676248108926,4
2608,1990-04-25,332.03,339.5730000000003,330.46070000000026,1990,,,,,opened,132.35193407873754,213.94667170953102,4
2609,1990-04-26,332.92,339.4413333333336,330.5877333333336,1990,,,,,opened,132.35193407873754,214.78819969742815,4
2610,1990-04-27,329.11,339.14266666666697,330.69556666666693,1990,,,,,opened,132.35193407873754,211.18570347957643,4
2611,1990-04-30,330.8,338.7723333333336,330.81163333333365,1990,,,,,opened,132.35193407873754,212.7836611195159,4
2612,1990-05-01,332.25,338.39633333333364,330.9494333333336,1990,,,,,opened,132.35193407873754,214.15468986384266,5
2613,1990-05-02,334.48,338.16000000000025,331.09086666666695,1990,,,,,opened,132.35193407873754,216.26323751891076,5
2614,1990-05-03,335.57,338.0210000000003,331.25233333333364,1990,,,,,opened,132.35193407873754,217.29387291981845,5
2615,1990-05-04,338.39,338.1110000000002,331.42090000000024,1990,,,,,opened,132.35193407873754,219.96028744326776,5
2616,1990-05-07,340.53,338.22133333333363,331.5931333333336,1990,,,,,opened,132.35193407873754,221.98373676248107,5
2617,1990-05-08,342.01,338.36733333333365,331.7761333333336,1990,,,,,opened,132.35193407873754,223.38313161875945,5
2618,1990-05-09,342.86,338.412666666667,331.95250000000027,1990,,,,,opened,132.35193407873754,224.18683812405447,5
2619,1990-05-10,343.82,338.47333333333364,332.12796666666696,1990,,,,,opened,132.35193407873754,225.09455370650528,5
2620,1990-05-11,352.0,338.8470000000003,332.3186000000003,1990,,,,,opened,132.35193407873754,232.8290468986384,5
2621,1990-05-14,354.75,339.34066666666695,332.52153333333365,1990,,,,,opened,132.35193407873754,235.42927382753402,5
2622,1990-05-15,354.28,339.8600000000003,332.7222000000003,1990,,,,,opened,132.35193407873754,234.98487140695914,5
2623,1990-05-16,354.0,340.2053333333336,332.9224333333337,1990,,,,,opened,132.35193407873754,234.7201210287443,5
2624,1990-05-17,354.47,340.6513333333336,333.12773333333365,1990,,,,,opened,132.35193407873754,235.16452344931923,5
2625,1990-05-18,354.64,341.1150000000003,333.32546666666696,1990,,,,,opened,132.35193407873754,235.3252647503782,5
2626,1990-05-21,358.0,341.7123333333336,333.5350000000003,1990,,,,,opened,132.35193407873754,238.50226928895611,5
2627,1990-05-22,358.43,342.28100000000023,333.74086666666693,1990,,,,,opened,132.35193407873754,238.90885022692888,5
2628,1990-05-23,359.29,342.8550000000003,333.94036666666693,1990,,,,,opened,132.35193407873754,239.72201210287446,5
2629,1990-05-24,358.41,343.40466666666697,334.1594333333336,1990,,,,,opened,132.35193407873754,238.88993948562785,5
2630,1990-05-25,354.58,343.74600000000027,334.3749666666669,1990,,,,,opened,132.35193407873754,235.268532526475,5
2631,1990-05-29,360.65,344.2763333333336,334.6060333333336,1990,,,,,opened,132.35193407873754,241.00794251134644,5
2632,1990-05-30,360.86,344.81566666666697,334.8406000000002,1990,,,,,opened,132.35193407873754,241.2065052950076,5
2633,1990-05-31,361.23,345.4993333333336,335.08143333333356,1990,,,,,opened,132.35193407873754,241.55635400907718,5
2634,1990-06-01,363.16,346.33500000000026,335.3234000000002,1990,,,,,opened,132.35193407873754,243.38124054462938,6
2635,1990-06-04,367.4,347.41100000000023,335.5761000000002,1990,,,,,opened,132.35193407873754,247.39031770045383,6
2636,1990-06-05,366.64,348.59733333333355,335.8237333333335,1990,,,,,opened,132.35193407873754,246.6717095310136,6
2637,1990-06-06,364.96,349.75066666666686,336.0652000000002,1990,,,,,opened,132.35193407873754,245.08320726172465,6
2638,1990-06-07,363.15,350.7880000000002,336.29280000000017,1990,,,,,opened,132.35193407873754,243.37178517397882,6
2639,1990-06-08,358.71,351.6476666666668,336.5005333333335,1990,,,,,opened,132.35193407873754,239.17360060514372,6
2640,1990-06-11,361.63,352.73166666666674,336.72160000000025,1990,,,,,opened,132.35193407873754,241.93456883509833,6
2641,1990-06-12,366.25,353.91333333333347,336.9549666666669,1990,,,,,opened,132.35193407873754,246.30295007564294,6
2642,1990-06-13,364.9,355.0016666666668,337.18700000000024,1990,,,,,opened,132.35193407873754,245.02647503782148,6
2643,1990-06-14,362.9,355.9490000000001,337.4061333333335,1990,,,,,opened,132.35193407873754,243.13540090771556,6
2644,1990-06-15,362.91,356.8603333333334,337.62546666666685,1990,,,,,opened,132.35193407873754,243.14485627836615,6
2645,1990-06-18,356.88,357.47666666666674,337.8201000000002,1990,,,,,opened,132.35193407873754,237.4432677760968,6
2646,1990-06-19,358.47,358.0746666666667,338.01836666666685,1990,,,,,opened,132.35193407873754,238.94667170953105,6
2647,1990-06-20,359.1,358.6443333333334,338.2273666666669,1990,,,,,opened,132.35193407873754,239.5423600605144,6
2648,1990-06-21,360.47,359.23133333333334,338.4244000000002,1990,,,,,opened,132.35193407873754,240.83774583963694,6
2649,1990-06-22,355.43,359.6183333333334,338.6034333333335,1990,,,,,opened,132.35193407873754,236.07223903177004,6
2650,1990-06-25,352.31,359.6286666666667,338.7577333333335,1990,,,,,opened,132.35193407873754,233.12216338880484,6
2651,1990-06-26,352.06,359.539,338.90743333333353,1990,,,,,opened,132.35193407873754,232.8857791225416,6
2652,1990-06-27,355.14,359.56766666666664,339.0706000000002,1990,,,,,opened,132.35193407873754,235.79803328290467,6
2653,1990-06-28,357.63,359.6886666666666,339.2306666666669,1990,,,,,opened,132.35193407873754,238.15242057488652,6
2654,1990-06-29,358.02,359.80699999999996,339.3951000000002,1990,,,,,opened,132.35193407873754,238.52118003025717,6
2655,1990-07-02,359.54,359.9703333333334,339.5710666666668,1990,,,,,opened,132.35193407873754,239.9583963691377,7
2656,1990-07-03,360.16,360.0423333333334,339.7485000000002,1990,,,,,opened,132.35193407873754,240.5446293494705,7
2657,1990-07-05,355.68,359.9506666666667,339.90216666666686,1990,,,,,opened,132.35193407873754,236.30862329803327,7
2658,1990-07-06,358.42,359.9216666666667,340.06476666666686,1990,,,,,opened,132.35193407873754,238.89939485627838,7
2659,1990-07-09,359.52,359.95866666666666,340.23276666666686,1990,,,,,opened,132.35193407873754,239.9394856278366,7
2660,1990-07-10,356.49,360.02233333333334,340.39400000000023,1990,,,,,opened,132.35193407873754,237.07450832072615,7
2661,1990-07-11,361.23,360.0416666666667,340.5709000000002,1990,,,,,opened,132.35193407873754,241.55635400907718,7
2662,1990-07-12,365.44,360.1943333333333,340.76313333333354,1990,,,,,opened,132.35193407873754,245.53706505295006,7
2663,1990-07-13,367.31,360.397,340.9621333333335,1990,,,,,opened,132.35193407873754,247.30521936459908,7
2664,1990-07-16,368.95,360.59000000000003,341.17196666666683,1990,,,,,opened,132.35193407873754,248.8559001512859,7
2665,1990-07-17,367.52,360.59400000000005,341.37973333333355,1990,,,,,opened,132.35193407873754,247.5037821482602,7
2666,1990-07-18,364.22,360.5133333333334,341.57446666666686,1990,,,,,opened,132.35193407873754,244.3835098335855,7
2667,1990-07-19,365.32,360.5253333333334,341.76903333333354,1990,,,,,opened,132.35193407873754,245.42360060514372,7
2668,1990-07-20,361.61,360.4740000000001,341.9282666666669,1990,,,,,opened,132.35193407873754,241.9156580937973,7
2669,1990-07-23,355.31,360.36066666666676,342.0587666666669,1990,,,,,opened,132.35193407873754,235.95877458396367,7
2670,1990-07-24,355.79,360.16600000000017,342.1938000000002,1990,,,,,opened,132.35193407873754,236.41263237518913,7
2671,1990-07-25,357.09,359.8606666666668,342.32583333333355,1990,,,,,opened,132.35193407873754,237.64183055975792,7
2672,1990-07-26,355.91,359.5610000000002,342.4523000000002,1990,,,,,opened,132.35193407873754,236.5260968229955,7
2673,1990-07-27,353.44,359.24566666666686,342.5596333333335,1990,,,,,opened,132.35193407873754,234.19062027231467,7
2674,1990-07-30,355.55,359.0003333333335,342.67153333333357,1990,,,,,opened,132.35193407873754,236.18570347957643,7
2675,1990-07-31,356.15,358.9760000000002,342.7976333333335,1990,,,,,opened,132.35193407873754,236.75302571860817,7
2676,1990-08-01,355.52,358.8776666666669,342.9189000000002,1990,,,,,opened,132.35193407873754,236.1573373676248,8
2677,1990-08-02,351.48,358.6236666666669,343.0266000000002,1990,,,,,opened,132.35193407873754,232.33736762481092,8
2678,1990-08-03,344.86,358.1033333333336,343.10416666666686,1990,,,,,opened,132.35193407873754,226.0779122541604,8
2679,1990-08-06,334.43,357.4033333333336,343.1554333333335,1990,,,,,opened,132.35193407873754,216.2159606656581,8
2680,1990-08-07,334.83,356.8206666666669,343.2031333333335,1990,,,,,opened,132.35193407873754,216.59417549167927,8
2681,1990-08-08,338.35,356.363666666667,343.2577333333335,1990,,,,,opened,132.35193407873754,219.92246596066568,8
2682,1990-08-09,339.94,355.8570000000003,343.30580000000015,1990,,,,,opened,132.35193407873754,221.42586989409983,8
2683,1990-08-10,335.52,355.1200000000004,343.35076666666686,1990,,,,,opened,132.35193407873754,217.2465960665658,8
2684,1990-08-13,338.84,354.48066666666705,343.3994333333335,1990,,,,,opened,132.35193407873754,220.3857791225416,8
2685,1990-08-14,339.39,353.8090000000003,343.44090000000017,1990,,,,,opened,132.35193407873754,220.9058245083207,8
2686,1990-08-15,340.06,353.1390000000003,343.4852666666668,1990,,,,,opened,132.35193407873754,221.5393343419062,8
2687,1990-08-16,332.39,352.36266666666694,343.5042666666668,1990,,,,,opened,132.35193407873754,214.28706505295006,8
2688,1990-08-17,327.83,351.34300000000025,343.5095666666668,1990,,,,,Closed_due_to_stoploss,176.76743895440927,209.97541603630862,8
2689,1990-08-20,328.51,350.3093333333336,343.5249000000001,1990,,,,,,176.76743895440927,210.6183812405446,8
2690,1990-08-21,321.86,349.1550000000003,343.51833333333343,1990,,,,,,176.76743895440927,204.33055975794252,8
2691,1990-08-22,316.55,347.66566666666694,343.50656666666674,1990,,,,,,176.76743895440927,199.30975794251137,8
2692,1990-08-23,307.06,345.7196666666669,343.4589333333334,1990,,,,,,176.76743895440927,190.33661119515884,8
2693,1990-08-24,311.51,343.85966666666695,343.4243333333334,1990,,,,,,176.76743895440927,194.54425113464447,8
2694,1990-08-27,321.44,342.27600000000024,343.4249666666667,1990,,321.44,1990-08-27,short_open,,176.76743895440927,203.93343419062026,8
2695,1990-08-28,321.34,340.7366666666669,343.4278333333334,1990,,,,opened,,176.76743895440927,203.83888048411498,8
2696,1990-08-29,324.19,339.4023333333336,343.4340666666667,1990,,,,opened,,176.76743895440927,206.53366111951587,8
2697,1990-08-30,318.71,337.84866666666693,343.40310000000005,1990,,,,opened,,176.76743895440927,201.3521180030257,8
2698,1990-08-31,322.56,336.54700000000025,343.3896333333334,1990,,,,opened,,176.76743895440927,204.99243570347957,8
2699,1990-09-04,323.09,335.47300000000024,343.3718,1990,,,,opened,,176.76743895440927,205.49357034795764,9
2700,1990-09-05,324.39,334.42633333333356,343.3670666666667,1990,,,,opened,,176.76743895440927,206.72276853252646,9
2701,1990-09-06,320.46,333.2053333333335,343.3696666666667,1990,,,,opened,,176.76743895440927,203.00680786686837,9
2702,1990-09-07,323.4,332.12166666666684,343.3877333333334,1990,,,,opened,,176.76743895440927,205.78668683812404,9
2703,1990-09-10,321.63,331.06133333333344,343.39573333333345,1990,,,,opened,,176.76743895440927,204.11308623298032,9
2704,1990-09-11,321.04,329.9110000000002,343.3970666666668,1990,,,,opened,,176.76743895440927,203.5552193645991,9
2705,1990-09-12,322.54,328.7906666666669,343.40036666666674,1990,,,,opened,,176.76743895440927,204.97352496217854,9
2706,1990-09-13,318.65,327.56166666666684,343.3795,1990,,,,opened,,176.76743895440927,201.29538577912254,9
2707,1990-09-14,316.83,326.40666666666687,343.3453666666667,1990,,,,opened,,176.76743895440927,199.57450832072615,9
2708,1990-09-17,317.77,325.50366666666685,343.3086666666667,1990,,,,opened,,176.76743895440927,200.46331316187593,9
2709,1990-09-18,318.6,324.9760000000002,343.27130000000005,1990,,,,opened,,176.76743895440927,201.24810892586993,9
2710,1990-09-19,316.6,324.36833333333357,343.2268000000001,1990,,,,opened,,176.76743895440927,199.357034795764,9
2711,1990-09-20,311.48,323.47266666666684,343.1589333333334,1990,,,,opened,,176.76743895440927,194.5158850226929,9
2712,1990-09-21,311.32,322.51866666666683,343.08853333333343,1990,,,,opened,,176.76743895440927,194.3645990922844,9
2713,1990-09-24,304.59,321.4876666666668,342.99933333333337,1990,,,,opened,,176.76743895440927,188.00113464447804,9
2714,1990-09-25,308.26,320.4683333333335,342.9077666666667,1990,,,,opened,,176.76743895440927,191.47125567322237,9
2715,1990-09-26,305.06,319.3240000000002,342.8129333333334,1990,,,,opened,,176.76743895440927,188.44553706505295,9
2716,1990-09-27,300.97,318.02100000000013,342.69650000000007,1990,,,,opened,,176.76743895440927,184.5782904689864,9
2717,1990-09-28,306.05,317.14300000000014,342.6044333333334,1990,,,,opened,,176.76743895440927,189.3816187594554,9
2718,1990-10-01,314.94,316.7133333333335,342.5413000000001,1990,,,,Closed_due_to_stoploss,,182.36409261669047,197.7874432677761,10
2719,1990-10-02,315.21,316.27000000000015,342.4651666666668,1990,,,,,,182.36409261669047,198.04273827534038,10
2720,1990-10-03,311.4,315.92133333333345,342.36320000000006,1990,,,,,,182.36409261669047,194.44024205748863,10
2721,1990-10-04,312.69,315.79266666666683,342.2650000000001,1990,,,,,,182.36409261669047,195.65998487140695,10
2722,1990-10-05,311.5,315.9406666666668,342.1497333333334,1990,,,,,,182.36409261669047,194.53479576399394,10
2723,1990-10-08,313.48,316.0063333333335,342.0488333333334,1990,,,,,,182.36409261669047,196.4069591527988,10
2724,1990-10-09,305.1,315.4616666666668,341.9180333333334,1990,,,,,,182.36409261669047,188.4833585476551,10
2725,1990-10-10,300.39,314.76333333333343,341.7702000000001,1990,,,,,,182.36409261669047,184.02987897125567,10
2726,1990-10-11,295.46,313.80566666666675,341.6086666666668,1990,,,,,,182.36409261669047,179.3683812405446,10
2727,1990-10-12,300.03,313.1830000000001,341.44406666666674,1990,,,,,,182.36409261669047,183.6894856278366,10
2728,1990-10-15,303.23,312.53866666666676,341.2903333333334,1990,,,,,,182.36409261669047,186.7152042360061,10
2729,1990-10-16,298.92,311.7330000000001,341.1302666666667,1990,,,,,,182.36409261669047,182.63993948562785,10
2730,1990-10-17,298.76,310.8786666666668,340.9653,1990,,,,,,182.36409261669047,182.48865355521934,10
2731,1990-10-18,305.74,310.38800000000015,340.8353,1990,,,,,,182.36409261669047,189.08850226928894,10
2732,1990-10-19,312.48,310.02400000000017,340.7333666666667,1990,,,,,,182.36409261669047,195.46142208774586,10
2733,1990-10-22,314.76,309.7950000000002,340.63353333333333,1990,,,,,,182.36409261669047,197.61724659606656,10
2734,1990-10-23,312.36,309.50566666666685,340.52253333333334,1990,,,,,,182.36409261669047,195.34795763993952,10
2735,1990-10-24,312.6,309.1743333333335,340.4163666666667,1990,,,,,,182.36409261669047,195.57488653555222,10
2736,1990-10-25,310.17,308.8916666666668,340.2968333333333,1990,,,,,,182.36409261669047,193.27723146747354,10
2737,1990-10-26,304.71,308.4876666666668,340.1769666666667,1990,,,,,,182.36409261669047,188.1145990922844,10
2738,1990-10-29,301.88,307.95800000000014,340.0459333333334,1990,,,,,,182.36409261669047,185.43872919818455,10
2739,1990-10-30,304.06,307.4733333333334,339.9104666666667,1990,,,,,,182.36409261669047,187.5,10
2740,1990-10-31,304.0,307.0533333333334,339.7520666666667,1990,,,,,,182.36409261669047,187.4432677760968,10
2741,1990-11-01,307.02,306.90466666666674,339.6070666666667,1990,,,,,,182.36409261669047,190.29878971255673,11
2742,1990-11-02,311.85,306.9223333333335,339.4729333333334,1990,,,,,,182.36409261669047,194.8657337367625,11
2743,1990-11-05,314.59,307.2556666666668,339.3554333333334,1990,,,,,,182.36409261669047,197.45650529500756,11
2744,1990-11-06,311.62,307.3676666666668,339.2253333333334,1990,,,,,,182.36409261669047,194.6482602118003,11
2745,1990-11-07,306.01,307.3993333333335,339.07386666666673,1990,,,,,,182.36409261669047,189.34379727685325,11
2746,1990-11-08,307.61,307.62066666666686,338.9201333333334,1990,,,,,,182.36409261669047,190.856656580938,11
2747,1990-11-09,313.74,307.87700000000024,338.79073333333343,1990,,,,,,182.36409261669047,196.65279878971253,11
2748,1990-11-12,319.48,308.02833333333353,338.6915333333334,1990,,,,,,182.36409261669047,202.0801815431165,11
2749,1990-11-13,317.67,308.1103333333336,338.58926666666673,1990,,,,,,182.36409261669047,200.36875945537068,11
2750,1990-11-14,320.4,308.41033333333354,338.4947333333334,1990,,,,,,182.36409261669047,202.9500756429652,11
2751,1990-11-15,317.02,308.5546666666669,338.3926000000001,1990,,,,,,182.36409261669047,199.7541603630862,11
2752,1990-11-16,317.12,308.74200000000025,338.2873333333334,1990,,,,,,182.36409261669047,199.84871406959152,11
2753,1990-11-19,319.34,308.9373333333336,338.20026666666666,1990,,,,,,182.36409261669047,201.94780635400906,11
2754,1990-11-20,315.31,309.2776666666669,338.10743333333335,1990,,,,,,182.36409261669047,198.1372919818457,11
2755,1990-11-21,316.03,309.79900000000026,338.0106666666667,1990,,,,,,182.36409261669047,198.8180786686838,11
2756,1990-11-23,315.1,310.453666666667,337.90523333333334,1990,,,,,,182.36409261669047,197.9387291981846,11
2757,1990-11-26,316.51,311.0030000000003,337.8051,1990,,,,,,182.36409261669047,199.27193645990923,11
2758,1990-11-27,318.1,311.498666666667,337.71053333333333,1990,,,,,,182.36409261669047,200.77534039334344,11
2759,1990-11-28,317.95,312.1330000000004,337.61803333333336,1990,,,,,,182.36409261669047,200.63350983358546,11
2760,1990-11-29,316.42,312.72166666666703,337.51593333333335,1990,,,,,,182.36409261669047,199.18683812405447,11
2761,1990-11-30,322.22,313.27100000000036,337.44256666666666,1990,,,,,,182.36409261669047,204.6709531013616,11
2762,1990-12-03,324.1,313.6583333333337,337.37513333333334,1990,,,,,,182.36409261669047,206.44856278366115,12
2763,1990-12-04,326.35,314.044666666667,337.31263333333334,1990,,,,,,182.36409261669047,208.5760211800303,12
2764,1990-12-05,329.92,314.63000000000034,337.25036666666665,1990,,,,,,182.36409261669047,211.95158850226932,12
2765,1990-12-06,329.07,315.1790000000003,337.18343333333337,1990,,,,,,182.36409261669047,211.14788199697426,12
2766,1990-12-07,327.75,315.7650000000003,337.1063666666667,1990,,,,,,182.36409261669047,209.89977307110436,12
2767,1990-12-10,328.89,316.5710000000003,337.0203,1990,,,,,,182.36409261669047,210.97768532526473,12
2768,1990-12-11,326.44,317.38966666666704,336.9186333333334,1990,,,,,,182.36409261669047,208.66111951588502,12
2769,1990-12-12,330.19,318.2606666666671,336.8293666666667,1990,,,,,,182.36409261669047,212.20688350983357,12
2770,1990-12-13,329.34,319.10533333333376,336.73123333333336,1990,,,,,,182.36409261669047,211.40317700453858,12
2771,1990-12-14,326.82,319.76533333333373,336.6213,1990,,,,,,182.36409261669047,209.02042360060514,12
2772,1990-12-17,326.02,320.23766666666705,336.51093333333336,1990,,,,,,182.36409261669047,208.26399394856278,12
2773,1990-12-18,330.05,320.7530000000004,336.4211333333334,1990,,,,,,182.36409261669047,212.0745083207262,12
2774,1990-12-19,330.2,321.3723333333337,336.3371666666667,1990,,,,,,182.36409261669047,212.2163388804841,12
2775,1990-12-20,330.12,322.1760000000004,336.32550000000003,1990,,,,,,182.36409261669047,212.14069591527988,12
2776,1990-12-21,331.75,322.98066666666705,336.2885,1990,,,,,,182.36409261669047,213.68192133131618,12
2777,1990-12-24,329.9,323.5193333333337,336.25096666666667,1990,,,,,,182.36409261669047,211.93267776096823,12
2778,1990-12-26,330.85,323.8983333333337,336.2146,1990,,,,,,182.36409261669047,212.83093797276857,12
2779,1990-12-27,328.29,324.25233333333375,336.1518,1990,,,,,,182.36409261669047,210.410363086233,12
2780,1990-12-28,328.72,324.5296666666671,336.0903333333333,1990,,,,,,182.36409261669047,210.81694402420578,12
2781,1990-12-31,330.22,324.969666666667,336.0416333333333,1990,,,,,,182.36409261669047,212.2352496217852,12
2782,1991-01-02,326.45,325.28066666666706,335.9841333333333,1991,,,,,,182.36409261669047,208.67057488653555,1
2783,1991-01-03,321.91,325.36633333333367,335.9155,1991,,,,,,182.36409261669047,204.3778366111952,1
2784,1991-01-04,321.0,325.5560000000004,335.85906666666665,1991,,,,,,182.36409261669047,203.51739788199697,1
2785,1991-01-07,315.44,325.5363333333337,335.7936666666667,1991,,,,,,182.36409261669047,198.26021180030256,1
2786,1991-01-08,314.9,325.529666666667,335.7264333333333,1991,,,,,,182.36409261669047,197.74962178517396,1
2787,1991-01-09,311.49,325.36233333333365,335.6302,1991,,,,,,182.36409261669047,194.5253403933434,1
2788,1991-01-10,314.53,325.2433333333337,335.5413,1991,,,,,,182.36409261669047,197.3997730711044,1
2789,1991-01-11,315.23,325.15266666666696,335.4638,1991,,,,,,182.36409261669047,198.06164901664147,1
2790,1991-01-14,312.49,325.02166666666693,335.38003333333336,1991,,,,,,182.36409261669047,195.47087745839636,1
2791,1991-01-15,313.73,324.738666666667,335.31710000000004,1991,,,,,,182.36409261669047,196.64334341906206,1
2792,1991-01-16,316.17,324.4743333333336,335.2549666666667,1991,,,,,,182.36409261669047,198.95045385779125,1
2793,1991-01-17,327.97,324.5283333333336,335.22103333333337,1991,,,,,,182.36409261669047,210.10779122541607,1
2794,1991-01-18,332.23,324.6053333333336,335.2065666666667,1991,,,,,,182.36409261669047,214.13577912254163,1
2795,1991-01-21,331.06,324.6716666666669,335.17976666666664,1991,,,,,,182.36409261669047,213.02950075642966,1
2796,1991-01-22,328.31,324.69033333333357,335.1423,1991,,,,,,182.36409261669047,210.42927382753402,1
2797,1991-01-23,330.21,324.73433333333355,335.11636666666664,1991,,,,,,182.36409261669047,212.22579425113463,1
2798,1991-01-24,334.78,325.0123333333335,335.0971666666666,1991,,,,,,182.36409261669047,216.54689863842663,1
2799,1991-01-25,336.07,325.20833333333354,335.08213333333333,1991,,,,,,182.36409261669047,217.7666414523449,1
2800,1991-01-28,336.03,325.43133333333355,335.06353333333334,1991,,,,,,182.36409261669047,217.7288199697428,1
2801,1991-01-29,335.84,325.7320000000002,335.0518333333333,1991,,,,,,182.36409261669047,217.54916792738274,1
2802,1991-01-30,340.91,326.2283333333335,335.0562333333333,1991,,,,,,182.36409261669047,222.34304084720122,1
2803,1991-01-31,343.93,326.6910000000002,335.0629666666666,1991,,,,,,182.36409261669047,225.19856278366112,1
2804,1991-02-01,343.05,327.1193333333335,335.05989999999997,1991,,,,,,182.36409261669047,224.36649016641454,2
2805,1991-02-04,348.34,327.7266666666668,335.06899999999996,1991,,,,,,182.36409261669047,229.3683812405446,2
2806,1991-02-05,351.26,328.3770000000002,335.0872999999999,1991,,,,,,182.36409261669047,232.12934947049922,2
2807,1991-02-06,358.07,329.31600000000014,335.1355333333332,1991,,,,,,182.36409261669047,238.5684568835098,2
2808,1991-02-07,356.52,330.17166666666685,335.1706333333332,1991,,,,,,182.36409261669047,237.10287443267774,2
2809,1991-02-08,359.35,331.20700000000016,335.1996999999999,1991,,,,,,182.36409261669047,239.77874432677763,2
2810,1991-02-11,368.58,332.5356666666668,335.2569333333332,1991,,,,,,182.36409261669047,248.5060514372163,2
2811,1991-02-12,365.5,333.7116666666669,335.3099999999999,1991,,,,,,182.36409261669047,245.59379727685325,2
2812,1991-02-13,369.02,335.13066666666685,335.37823333333324,1991,,,,,,182.36409261669047,248.92208774583963,2
2813,1991-02-14,364.22,336.54100000000017,335.43366666666657,1991,364.22,,1991-02-14,,buy_open,182.36409261669047,244.3835098335855,2
2814,1991-02-15,369.06,338.14300000000014,335.5015666666666,1991,,,,,opened,182.36409261669047,248.95990922844175,2
2815,1991-02-19,369.39,339.94133333333343,335.5709999999999,1991,,,,,opened,182.36409261669047,249.27193645990923,2
2816,1991-02-20,365.14,341.6160000000001,335.61569999999995,1991,,,,,opened,182.36409261669047,245.25340393343419,2
2817,1991-02-21,364.97,343.39866666666677,335.65643333333327,1991,,,,,opened,182.36409261669047,245.0926626323752,2
2818,1991-02-22,365.65,345.1026666666667,335.7054999999999,1991,,,,,opened,182.36409261669047,245.73562783661117,2
2819,1991-02-25,367.26,346.8370000000001,335.7628333333333,1991,,,,,opened,182.36409261669047,247.25794251134644,2
2820,1991-02-26,362.81,348.5143333333334,335.82656666666657,1991,,,,,opened,182.36409261669047,243.0503025718608,2
